tic;date;year;month;cusip;prc;shrout;ret;retx;n
F;2012-10-31;2012;10;34537086;11.16;3743134;0.136917;0.131846;120
F;2012-11-30;2012;11;34537086;11.45;3741810;0.025986;0.025986;120
F;2012-12-31;2012;12;34537086;12.95;3741810;0.131004;0.131004;120
F;2013-01-31;2013;1;34537086;12.95;3741810;0.007722;0.000000;120
F;2013-02-28;2013;2;34537086;12.61;3851396;-0.026255;-0.026255;120
F;2013-03-28;2013;3;34537086;13.15;3858409;0.042823;0.042823;120
F;2013-04-30;2013;4;34537086;13.71;3858409;0.042586;0.042586;120
F;2013-05-31;2013;5;34537086;15.68;3860354;0.150985;0.143691;120
F;2013-06-28;2013;6;34537086;15.47;3860354;-0.013393;-0.013393;120
F;2013-07-31;2013;7;34537086;16.88;3868816;0.097608;0.091144;120
F;2013-08-30;2013;8;34537086;16.19;3868816;-0.040877;-0.040877;120
F;2013-09-30;2013;9;34537086;16.87;3868816;0.042001;0.042001;120
F;2013-10-31;2013;10;34537086;17.11;3868816;0.020154;0.014226;120
F;2013-11-29;2013;11;34537086;17.08;3873585;-0.001753;-0.001753;120
F;2013-12-31;2013;12;34537086;15.43;3873585;-0.096604;-0.096604;120
F;2014-01-31;2014;1;34537086;14.96;3873585;-0.022359;-0.030460;120
F;2014-02-28;2014;2;34537086;15.39;3872970;0.028743;0.028743;120
F;2014-03-31;2014;3;34537086;15.6;3881660;0.013645;0.013645;120
F;2014-04-30;2014;4;34537086;16.15;3881660;0.043269;0.035256;120
F;2014-05-30;2014;5;34537086;16.44;3883471;0.017957;0.017957;120
F;2014-06-30;2014;6;34537086;17.24;3883471;0.048662;0.048662;120
F;2014-07-31;2014;7;34537086;17.02;3807606;-0.005510;-0.012761;120
F;2014-08-29;2014;8;34537086;17.41;3807606;0.022914;0.022914;120
F;2014-09-30;2014;9;34537086;14.79;3807606;-0.150488;-0.150488;120
F;2014-10-31;2014;10;34537086;14.09;3777835;-0.038878;-0.047329;120
F;2014-11-28;2014;11;34537086;15.73;3777835;0.116395;0.116395;120
F;2014-12-31;2014;12;34537086;15.5;3777835;-0.014622;-0.014622;120
GS;2005-01-31;2005;1;38141G10;107.85;484186;0.039023;0.036621;120
GS;2005-02-28;2005;2;38141G10;108.8;481466;0.008809;0.008809;120
GS;2005-03-31;2005;3;38141G10;109.99;481466;0.010937;0.010937;120
GS;2005-04-29;2005;4;38141G10;106.79;475140;-0.026821;-0.029094;120
GS;2005-05-31;2005;5;38141G10;97.5;475140;-0.086993;-0.086993;120
GS;2005-06-30;2005;6;38141G10;102.02;475140;0.046359;0.046359;120
GS;2005-07-29;2005;7;38141G10;107.48;464988;0.055969;0.053519;120
GS;2005-08-31;2005;8;38141G10;111.18;464988;0.034425;0.034425;120
GS;2005-09-30;2005;9;38141G10;121.58;464988;0.093542;0.093542;120
GS;2005-10-31;2005;10;38141G10;126.37;450799;0.041454;0.039398;120
GS;2005-11-30;2005;11;38141G10;128.96001;450799;0.020495;0.020495;120
GS;2005-12-30;2005;12;38141G10;127.71;450799;-0.009693;-0.009693;120
GS;2006-01-31;2006;1;38141G10;141.25;450799;0.107979;0.106021;120
GS;2006-02-28;2006;2;38141G10;141.28999;437934;0.000283;0.000283;120
GS;2006-03-31;2006;3;38141G10;156.96001;437934;0.110907;0.110907;120
GS;2006-04-28;2006;4;38141G10;160.28999;432047;0.023445;0.021216;120
GS;2006-05-31;2006;5;38141G10;150.95;432047;-0.058269;-0.058269;120
GS;2006-06-30;2006;6;38141G10;150.42999;432047;-0.003445;-0.003445;120
GS;2006-07-31;2006;7;38141G10;152.75;431696;0.017749;0.015423;120
GS;2006-08-31;2006;8;38141G10;148.64999;431696;-0.026841;-0.026841;120
GS;2006-09-29;2006;9;38141G10;169.17;431696;0.138042;0.138042;120
GS;2006-10-31;2006;10;38141G10;189.78999;425832;0.123958;0.121889;120
GS;2006-11-30;2006;11;38141G10;194.8;425832;0.026398;0.026398;120
GS;2006-12-29;2006;12;38141G10;199.35001;425832;0.023357;0.023357;120
GS;2007-01-31;2007;1;38141G10;212.16;425832;0.066015;0.064259;120
GS;2007-02-28;2007;2;38141G10;201.75;412952;-0.049067;-0.049067;120
GS;2007-03-30;2007;3;38141G10;206.63;438300;0.024188;0.024188;120
GS;2007-04-30;2007;4;38141G10;218.61;408470;0.059672;0.057978;120
GS;2007-05-31;2007;5;38141G10;230.82001;408470;0.055853;0.055853;120
GS;2007-06-29;2007;6;38141G10;216.75;408470;-0.060957;-0.060957;120
GS;2007-07-31;2007;7;38141G10;188.34;405655;-0.129458;-0.131073;120
GS;2007-08-31;2007;8;38141G10;176.00999;405655;-0.065467;-0.065467;120
GS;2007-09-28;2007;9;38141G10;216.74001;405655;0.231407;0.231407;120
GS;2007-10-31;2007;10;38141G10;247.92;397675;0.145474;0.143859;120
GS;2007-11-30;2007;11;38141G10;226.64;397675;-0.085834;-0.085834;120
GS;2007-12-31;2007;12;38141G10;215.05;397675;-0.051138;-0.051138;120
GS;2008-01-31;2008;1;38141G10;199.55;395907;-0.070449;-0.072076;120
GS;2008-02-29;2008;2;38141G10;169.63;395907;-0.149937;-0.149937;120
GS;2008-03-31;2008;3;38141G10;165.39;395111;-0.024996;-0.024996;120
GS;2008-04-30;2008;4;38141G10;191.37;394203;0.159199;0.157083;120
GS;2008-05-30;2008;5;38141G10;176.41;394203;-0.078173;-0.078173;120
GS;2008-06-30;2008;6;38141G10;174.89999;394203;-0.008560;-0.008560;120
GS;2008-07-31;2008;7;38141G10;184.03999;393805;0.054260;0.052258;120
GS;2008-08-29;2008;8;38141G10;163.97;393805;-0.109052;-0.109052;120
GS;2008-09-30;2008;9;38141G10;128;395092;-0.219369;-0.219369;120
GS;2008-10-31;2008;10;38141G10;92.5;395442;-0.274609;-0.277344;120
GS;2008-11-28;2008;11;38141G10;78.99;395442;-0.146054;-0.146054;120
GS;2008-12-31;2008;12;38141G10;84.39;442142;0.068363;0.068363;120
GS;2009-01-30;2009;1;38141G10;80.73;461784;-0.043370;-0.043370;120
GS;2009-02-27;2009;2;38141G10;91.08;461784;0.133986;0.128205;120
GS;2009-03-31;2009;3;38141G10;106.02;462148;0.164032;0.164032;120
GS;2009-04-30;2009;4;38141G10;128.5;502926;0.212036;0.212036;120
GS;2009-05-29;2009;5;38141G10;144.57001;503421;0.127782;0.125058;120
GS;2009-06-30;2009;6;38141G10;147.44;503421;0.019852;0.019852;120
GS;2009-07-31;2009;7;38141G10;163.3;503421;0.107569;0.107569;120
GS;2009-08-31;2009;8;38141G10;165.46001;511237;0.015371;0.013227;120
GS;2009-09-30;2009;9;38141G10;184.35001;511237;0.114167;0.114167;120
GS;2009-10-30;2009;10;38141G10;170.17;511237;-0.076919;-0.076919;120
GS;2009-11-30;2009;11;38141G10;169.66;514082;-0.000940;-0.002997;120
GS;2009-12-31;2009;12;38141G10;168.84;514082;-0.004833;-0.004833;120
GS;2010-01-29;2010;1;38141G10;148.72;514082;-0.119166;-0.119166;120
GS;2010-02-26;2010;2;38141G10;156.35001;514082;0.053658;0.051304;120
GS;2010-03-31;2010;3;38141G10;170.63;526853;0.091334;0.091334;120
GS;2010-04-30;2010;4;38141G10;145.2;526853;-0.149036;-0.149036;120
GS;2010-05-28;2010;5;38141G10;144.25999;514789;-0.004063;-0.006474;120
GS;2010-06-30;2010;6;38141G10;131.27;514789;-0.090046;-0.090046;120
GS;2010-07-30;2010;7;38141G10;150.82001;514789;0.148930;0.148930;120
GS;2010-08-31;2010;8;38141G10;136.92999;515616;-0.089776;-0.092097;120
GS;2010-09-30;2010;9;38141G10;144.58;515616;0.055868;0.055868;120
GS;2010-10-29;2010;10;38141G10;161.13;515616;0.114470;0.114470;120
GS;2010-11-30;2010;11;38141G10;156.14;511243;-0.028797;-0.030969;120
GS;2010-12-31;2010;12;38141G10;168.16;511243;0.076982;0.076982;120
GS;2011-01-31;2011;1;38141G10;163.62;511243;-0.026998;-0.026998;120
GS;2011-02-28;2011;2;38141G10;163.78;511243;0.003117;0.000978;120
GS;2011-03-31;2011;3;38141G10;158.60001;520507;-0.031628;-0.031628;120
GS;2011-04-29;2011;4;38141G10;151.00999;518027;-0.047856;-0.047856;120
GS;2011-05-31;2011;5;38141G10;140.73;517735;-0.065757;-0.068075;120
GS;2011-06-30;2011;6;38141G10;133.09;517735;-0.054288;-0.054288;120
GS;2011-07-29;2011;7;38141G10;134.97;507856;0.014126;0.014126;120
GS;2011-08-31;2011;8;38141G10;116.22;505794;-0.136327;-0.138920;120
GS;2011-09-30;2011;9;38141G10;94.55;505794;-0.186457;-0.186457;120
GS;2011-10-31;2011;10;38141G10;109.55;505794;0.158646;0.158646;120
GS;2011-11-30;2011;11;38141G10;95.86;492313;-0.121771;-0.124966;120
GS;2011-12-30;2011;12;38141G10;90.43;492313;-0.056645;-0.056645;120
GS;2012-01-31;2012;1;38141G10;111.47;492313;0.232666;0.232666;120
GS;2012-02-29;2012;2;38141G10;115.14;494904;0.036063;0.032924;120
GS;2012-03-30;2012;3;38141G10;124.37;494904;0.080163;0.080163;120
GS;2012-04-30;2012;4;38141G10;115.15;495142;-0.074134;-0.074134;120
GS;2012-05-31;2012;5;38141G10;95.7;491877;-0.164915;-0.168910;120
GS;2012-06-29;2012;6;38141G10;95.86;491877;0.001672;0.001672;120
GS;2012-07-31;2012;7;38141G10;100.9;491877;0.052577;0.052577;120
GS;2012-08-31;2012;8;38141G10;105.72;479417;0.052329;0.047770;120
GS;2012-09-28;2012;9;38141G10;113.68;479417;0.075293;0.075293;120
GS;2012-10-31;2012;10;38141G10;122.39;479417;0.076619;0.076619;120
GS;2012-11-30;2012;11;38141G10;117.79;469944;-0.033499;-0.037585;120
GS;2012-12-31;2012;12;38141G10;127.56;469944;0.082944;0.082944;120
GS;2013-01-31;2013;1;38141G10;147.86;480500;0.159141;0.159141;120
GS;2013-02-28;2013;2;38141G10;149.75999;480500;0.016232;0.012850;120
GS;2013-03-28;2013;3;38141G10;147.14999;465503;-0.017428;-0.017428;120
GS;2013-04-30;2013;4;38141G10;146.07001;460782;-0.007339;-0.007339;120
GS;2013-05-31;2013;5;38141G10;162.08;458505;0.113028;0.109605;120
GS;2013-06-28;2013;6;38141G10;151.25;458505;-0.066819;-0.066819;120
GS;2013-07-31;2013;7;38141G10;164.03;458505;0.084496;0.084496;120
GS;2013-08-30;2013;8;38141G10;152.13;449104;-0.069499;-0.072548;120
GS;2013-09-30;2013;9;38141G10;158.21001;449104;0.039966;0.039966;120
GS;2013-10-31;2013;10;38141G10;160.86;449104;0.016750;0.016750;120
GS;2013-11-29;2013;11;38141G10;168.94;453231;0.053649;0.050230;120
GS;2013-12-31;2013;12;38141G10;177.25999;453231;0.049248;0.049248;120
GS;2014-01-31;2014;1;38141G10;164.12;453231;-0.074128;-0.074128;120
GS;2014-02-28;2014;2;38141G10;166.45;452752;0.017548;0.014197;120
GS;2014-03-31;2014;3;38141G10;163.85001;452752;-0.015620;-0.015620;120
GS;2014-04-30;2014;4;38141G10;159.82001;449472;-0.024596;-0.024596;120
GS;2014-05-30;2014;5;38141G10;159.81;447176;0.003379;-0.000063;120
GS;2014-06-30;2014;6;38141G10;167.44;447176;0.047744;0.047744;120
GS;2014-07-31;2014;7;38141G10;172.87;457800;0.032429;0.032429;120
GS;2014-08-29;2014;8;38141G10;179.11;440580;0.039278;0.036097;120
GS;2014-09-30;2014;9;38141G10;183.57001;440580;0.024901;0.024901;120
GS;2014-10-31;2014;10;38141G10;189.99001;452800;0.034973;0.034973;120
GS;2014-11-28;2014;11;38141G10;188.41;435546;-0.005158;-0.008316;120
GS;2014-12-31;2014;12;38141G10;193.83;435546;0.028767;0.028767;120
HSY;2005-01-31;2005;1;42786610;58.49;185241;0.053115;0.053115;120
HSY;2005-02-28;2005;2;42786610;63;185241;0.080868;0.077107;120
HSY;2005-03-31;2005;3;42786610;60.46;184978;-0.040317;-0.040317;120
HSY;2005-04-29;2005;4;42786610;63.9;184978;0.056897;0.056897;120
HSY;2005-05-31;2005;5;42786610;64.21;183490;0.008294;0.004851;120
HSY;2005-06-30;2005;6;42786610;62.1;183490;-0.032861;-0.032861;120
HSY;2005-07-29;2005;7;42786610;63.87;183490;0.028502;0.028502;120
HSY;2005-08-31;2005;8;42786610;59.09;183934;-0.071004;-0.074840;120
HSY;2005-09-30;2005;9;42786610;56.31;183934;-0.047047;-0.047047;120
HSY;2005-10-31;2005;10;42786610;56.83;183853;0.009235;0.009235;120
HSY;2005-11-30;2005;11;42786610;54.22;180640;-0.041615;-0.045926;120
HSY;2005-12-30;2005;12;42786610;55.25;180640;0.018997;0.018997;120
HSY;2006-01-31;2006;1;42786610;51.2;180640;-0.073303;-0.073303;120
HSY;2006-02-28;2006;2;42786610;51.15;178131;0.003809;-0.000977;120
HSY;2006-03-31;2006;3;42786610;52.23;178131;0.021114;0.021114;120
HSY;2006-04-28;2006;4;42786610;53.34;178131;0.021252;0.021252;120
HSY;2006-05-31;2006;5;42786610;56.91;175985;0.071522;0.066929;120
HSY;2006-06-30;2006;6;42786610;55.07;175985;-0.032332;-0.032332;120
HSY;2006-07-31;2006;7;42786610;54.97;175779;-0.001816;-0.001816;120
HSY;2006-08-31;2006;8;42786610;53.96;173353;-0.013462;-0.018374;120
HSY;2006-09-29;2006;9;42786610;53.45;173353;-0.009451;-0.009451;120
HSY;2006-10-31;2006;10;42786610;52.91;173232;-0.010103;-0.010103;120
HSY;2006-11-30;2006;11;42786610;52.97;171023;0.006237;0.001134;120
HSY;2006-12-29;2006;12;42786610;49.8;171023;-0.059845;-0.059845;120
HSY;2007-01-31;2007;1;42786610;51.04;171023;0.024900;0.024900;120
HSY;2007-02-28;2007;2;42786610;52.9;169942;0.041732;0.036442;120
HSY;2007-03-30;2007;3;42786610;54.66;169969;0.033270;0.033270;120
HSY;2007-04-30;2007;4;42786610;54.96;169969;0.005488;0.005488;120
HSY;2007-05-31;2007;5;42786610;52.71;167756;-0.036026;-0.040939;120
HSY;2007-06-29;2007;6;42786610;50.62;167756;-0.039651;-0.039651;120
HSY;2007-07-31;2007;7;42786610;46.1;167756;-0.089293;-0.089293;120
HSY;2007-08-31;2007;8;42786610;46.5;167243;0.015130;0.008677;120
HSY;2007-09-28;2007;9;42786610;46.41;167243;-0.001935;-0.001935;120
HSY;2007-10-31;2007;10;42786610;43.11;167165;-0.071105;-0.071105;120
HSY;2007-11-30;2007;11;42786610;39.91;166239;-0.067328;-0.074229;120
HSY;2007-12-31;2007;12;42786610;39.4;166239;-0.012779;-0.012779;120
HSY;2008-01-31;2008;1;42786610;36.17;166873;-0.081980;-0.081980;120
HSY;2008-02-29;2008;2;42786610;37.08;166508;0.033384;0.025159;120
HSY;2008-03-31;2008;3;42786610;37.67;166274;0.015911;0.015911;120
HSY;2008-04-30;2008;4;42786610;37.38;166771;-0.007698;-0.007698;120
HSY;2008-05-30;2008;5;42786610;39.19;166237;0.056380;0.048422;120
HSY;2008-06-30;2008;6;42786610;32.78;166237;-0.163562;-0.163562;120
HSY;2008-07-31;2008;7;42786610;36.77;166701;0.121721;0.121721;120
HSY;2008-08-29;2008;8;42786610;36.09;166215;-0.010403;-0.018493;120
HSY;2008-09-30;2008;9;42786610;39.54;166215;0.095594;0.095594;120
HSY;2008-10-31;2008;10;42786610;37.24;166682;-0.058169;-0.058169;120
HSY;2008-11-28;2008;11;42786610;36;166394;-0.025309;-0.033298;120
HSY;2008-12-31;2008;12;42786610;34.74;166394;-0.035000;-0.035000;120
HSY;2009-01-30;2009;1;42786610;37.28;166734;0.073114;0.073114;120
HSY;2009-02-27;2009;2;42786610;33.69;166282;-0.088318;-0.096298;120
HSY;2009-03-31;2009;3;42786610;34.75;166296;0.031463;0.031463;120
HSY;2009-04-30;2009;4;42786610;36.14;166767;0.040000;0.040000;120
HSY;2009-05-29;2009;5;42786610;35.22;166317;-0.017225;-0.025457;120
HSY;2009-06-30;2009;6;42786610;36;166317;0.022146;0.022146;120
HSY;2009-07-31;2009;7;42786610;39.95;166846;0.109722;0.109722;120
HSY;2009-08-31;2009;8;42786610;39.23;166458;-0.010576;-0.018023;120
HSY;2009-09-30;2009;9;42786610;38.86;166458;-0.009432;-0.009432;120
HSY;2009-10-30;2009;10;42786610;37.79;167299;-0.027535;-0.027535;120
HSY;2009-11-30;2009;11;42786610;35.37;167011;-0.056166;-0.064038;120
HSY;2009-12-31;2009;12;42786610;35.79;167011;0.011875;0.011875;120
HSY;2010-01-29;2010;1;42786610;36.43;167011;0.017882;0.017882;120
HSY;2010-02-26;2010;2;42786610;39.76;167214;0.100192;0.091408;120
HSY;2010-03-31;2010;3;42786610;42.81;166182;0.076710;0.076710;120
HSY;2010-04-30;2010;4;42786610;47.01;166527;0.098108;0.098108;120
HSY;2010-05-28;2010;5;42786610;46.8;166527;0.002340;-0.004467;120
HSY;2010-06-30;2010;6;42786610;47.93;166527;0.024145;0.024145;120
HSY;2010-07-30;2010;7;42786610;47;166882;-0.019403;-0.019403;120
HSY;2010-08-31;2010;8;42786610;46.47;166412;-0.004468;-0.011277;120
HSY;2010-09-30;2010;9;42786610;47.59;166412;0.024102;0.024102;120
HSY;2010-10-29;2010;10;42786610;49.49;166900;0.039924;0.039924;120
HSY;2010-11-30;2010;11;42786610;46.8;166758;-0.047889;-0.054354;120
HSY;2010-12-31;2010;12;42786610;47.15;166758;0.007479;0.007479;120
HSY;2011-01-31;2011;1;42786610;46.69;166758;-0.009756;-0.009756;120
HSY;2011-02-28;2011;2;42786610;52.32;166595;0.127972;0.120583;120
HSY;2011-03-31;2011;3;42786610;54.35;166515;0.038800;0.038800;120
HSY;2011-04-29;2011;4;42786610;57.71;166452;0.061822;0.061822;120
HSY;2011-05-31;2011;5;42786610;55.73;164872;-0.028331;-0.034309;120
HSY;2011-06-30;2011;6;42786610;56.85;164872;0.020097;0.020097;120
HSY;2011-07-29;2011;7;42786610;56.44;166302;-0.007212;-0.007212;120
HSY;2011-08-31;2011;8;42786610;58.65;166802;0.045269;0.039157;120
HSY;2011-09-30;2011;9;42786610;59.24;166802;0.010060;0.010060;120
HSY;2011-10-31;2011;10;42786610;57.23;166802;-0.033930;-0.033930;120
HSY;2011-11-30;2011;11;42786610;57.68;164488;0.013891;0.007863;120
HSY;2011-12-30;2011;12;42786610;61.78;164488;0.071082;0.071082;120
HSY;2012-01-31;2012;1;42786610;61.08;164488;-0.011330;-0.011330;120
HSY;2012-02-29;2012;2;42786610;60.7;164889;-0.000000;-0.006221;120
HSY;2012-03-30;2012;3;42786610;61.33;163359;0.010379;0.010379;120
HSY;2012-04-30;2012;4;42786610;67.01;163359;0.092614;0.092614;120
HSY;2012-05-31;2012;5;42786610;66.86;163025;0.003432;-0.002238;120
HSY;2012-06-29;2012;6;42786610;72.03;163025;0.077326;0.077326;120
HSY;2012-07-31;2012;7;42786610;71.74;163025;-0.004026;-0.004026;120
HSY;2012-08-31;2012;8;42786610;71.82;165712;0.006412;0.001115;120
HSY;2012-09-28;2012;9;42786610;70.89;165712;-0.012949;-0.012949;120
HSY;2012-10-31;2012;10;42786610;68.85;165712;-0.028777;-0.028777;120
HSY;2012-11-30;2012;11;42786610;73.27;162572;0.070298;0.064198;120
HSY;2012-12-31;2012;12;42786610;72.22;162572;-0.014330;-0.014330;120
HSY;2013-01-31;2013;1;42786610;79.45;162572;0.100111;0.100111;120
HSY;2013-02-28;2013;2;42786610;83.34;163459;0.054248;0.048962;120
HSY;2013-03-28;2013;3;42786610;87.53;162967;0.050276;0.050276;120
HSY;2013-04-30;2013;4;42786610;89.16;162967;0.018622;0.018622;120
HSY;2013-05-31;2013;5;42786610;89.11;163102;0.004150;-0.000561;120
HSY;2013-06-28;2013;6;42786610;89.28;163102;0.001908;0.001908;120
HSY;2013-07-31;2013;7;42786610;94.87;163295;0.062612;0.062612;120
HSY;2013-08-30;2013;8;42786610;91.95;162564;-0.025667;-0.030779;120
HSY;2013-09-30;2013;9;42786610;92.5;162564;0.005982;0.005982;120
HSY;2013-10-31;2013;10;42786610;99.24;162564;0.072865;0.072865;120
HSY;2013-11-29;2013;11;42786610;96.89;162967;-0.018793;-0.023680;120
HSY;2013-12-31;2013;12;42786610;97.23;162967;0.003509;0.003509;120
HSY;2014-01-31;2014;1;42786610;99.4;162967;0.022318;0.022318;120
HSY;2014-02-28;2014;2;42786610;105.82;163185;0.069467;0.064588;120
HSY;2014-03-31;2014;3;42786610;104.4;162776;-0.013419;-0.013419;120
HSY;2014-04-30;2014;4;42786610;96.24;162776;-0.078161;-0.078161;120
HSY;2014-05-30;2014;5;42786610;97.34;162080;0.016469;0.011430;120
HSY;2014-06-30;2014;6;42786610;97.37;162080;0.000308;0.000308;120
HSY;2014-07-31;2014;7;42786610;88.15;162080;-0.094690;-0.094690;120
HSY;2014-08-29;2014;8;42786610;91.42;161209;0.043165;0.037096;120
HSY;2014-09-30;2014;9;42786610;95.43;161209;0.043864;0.043864;120
HSY;2014-10-31;2014;10;42786610;95.91;160250;0.005030;0.005030;120
HSY;2014-11-28;2014;11;42786610;100.28;160250;0.051142;0.045563;120
HSY;2014-12-31;2014;12;42786610;103.93;160250;0.036398;0.036398;120
IACI;2005-01-31;2005;1;44919P50;24.23;634247;-0.122737;-0.122737;120
IACI;2005-02-28;2005;2;44919P50;22.5;634247;-0.071399;-0.071399;120
IACI;2005-03-31;2005;3;44919P50;22.27;630815;-0.010222;-0.010222;120
IACI;2005-04-29;2005;4;44919P50;21.74;599617;-0.023799;-0.023799;120
IACI;2005-05-31;2005;5;44919P50;24.5;599617;0.126955;0.126955;120
IACI;2005-06-30;2005;6;44919P50;24.02;599617;-0.019592;-0.019592;120
IACI;2005-07-29;2005;7;44919P50;26.7;618039;0.111574;0.111574;120
IACI;2005-08-31;2005;8;44919P50;24.55;308437;-0.144994;-0.144994;120
IACI;2005-09-30;2005;9;44919P50;25.35;294997;0.032587;0.032587;120
IACI;2005-10-31;2005;10;44919P50;25.6;293781;0.009862;0.009862;120
IACI;2005-11-30;2005;11;44919P50;27.61;292423;0.078516;0.078516;120
IACI;2005-12-30;2005;12;44919P50;28.31;292222;0.025353;0.025353;120
IACI;2006-01-31;2006;1;44919P50;29.02;292222;0.025080;0.025080;120
IACI;2006-02-28;2006;2;44919P50;29.24;294692;0.007581;0.007581;120
IACI;2006-03-31;2006;3;44919P50;29.47;293441;0.007866;0.007866;120
IACI;2006-04-28;2006;4;44919P50;28.87;290483;-0.020360;-0.020360;120
IACI;2006-05-31;2006;5;44919P50;25.83;290483;-0.105300;-0.105300;120
IACI;2006-06-30;2006;6;44919P50;26.49;277988;0.025552;0.025552;120
IACI;2006-07-31;2006;7;44919P50;23.71;272689;-0.104945;-0.104945;120
IACI;2006-08-31;2006;8;44919P50;28.48;272689;0.201181;0.201181;120
IACI;2006-09-29;2006;9;44919P50;28.76;266857;0.009831;0.009831;120
IACI;2006-10-31;2006;10;44919P50;30.98;268081;0.077191;0.077191;120
IACI;2006-11-30;2006;11;44919P50;36.49;268081;0.177857;0.177857;120
IACI;2006-12-29;2006;12;44919P50;37.16;267233;0.018361;0.018361;120
IACI;2007-01-31;2007;1;44919P50;38.4;267233;0.033369;0.033369;120
IACI;2007-02-28;2007;2;44919P50;39.2;260128;0.020833;0.020833;120
IACI;2007-03-30;2007;3;44919P50;37.71;261621;-0.038010;-0.038010;120
IACI;2007-04-30;2007;4;44919P50;38.12;261904;0.010872;0.010872;120
IACI;2007-05-31;2007;5;44919P50;34.6;261904;-0.092340;-0.092340;120
IACI;2007-06-29;2007;6;44919P50;34.61;262435;0.000289;0.000289;120
IACI;2007-07-31;2007;7;44919P50;28.74;262618;-0.169604;-0.169604;120
IACI;2007-08-31;2007;8;44919P50;27.79;262618;-0.033055;-0.033055;120
IACI;2007-09-28;2007;9;44919P50;29.67;254828;0.067650;0.067650;120
IACI;2007-10-31;2007;10;44919P50;29.46;258038;-0.007078;-0.007078;120
IACI;2007-11-30;2007;11;44919P50;27.83;258038;-0.055329;-0.055329;120
IACI;2007-12-31;2007;12;44919P50;26.92;252391;-0.032699;-0.032699;120
IACI;2008-01-31;2008;1;44919P50;25.94;252391;-0.036404;-0.036404;120
IACI;2008-02-29;2008;2;44919P50;19.9;252391;-0.232845;-0.232845;120
IACI;2008-03-31;2008;3;44919P50;20.76;253136;0.043216;0.043216;120
IACI;2008-04-30;2008;4;44919P50;20.81;255003;0.002408;0.002408;120
IACI;2008-05-30;2008;5;44919P50;22.55;255003;0.083614;0.083614;120
IACI;2008-06-30;2008;6;44919P50;19.28;253983;-0.145011;-0.145011;120
IACI;2008-07-31;2008;7;44919P50;17.46;254216;-0.094398;-0.094398;120
IACI;2008-08-29;2008;8;44919P50;16.6;126591;0.110003;0.110003;120
IACI;2008-09-30;2008;9;44919P50;17.3;127589;0.042169;0.042169;120
IACI;2008-10-31;2008;10;44919P50;16.76;127598;-0.031214;-0.031214;120
IACI;2008-11-28;2008;11;44919P50;14.79;127598;-0.117542;-0.117542;120
IACI;2008-12-31;2008;12;44919P50;15.73;128147;0.063556;0.063556;120
IACI;2009-01-30;2009;1;44919P50;14.7;128147;-0.065480;-0.065480;120
IACI;2009-02-27;2009;2;44919P50;14.93;128147;0.015646;0.015646;120
IACI;2009-03-31;2009;3;44919P50;15.23;137332;0.020094;0.020094;120
IACI;2009-04-30;2009;4;44919P50;16.02;138116;0.051871;0.051871;120
IACI;2009-05-29;2009;5;44919P50;16.2;138116;0.011236;0.011236;120
IACI;2009-06-30;2009;6;44919P50;16.05;124642;-0.009259;-0.009259;120
IACI;2009-07-31;2009;7;44919P50;18.41;119603;0.147041;0.147041;120
IACI;2009-08-31;2009;8;44919P50;18.52;119603;0.005975;0.005975;120
IACI;2009-09-30;2009;9;44919P50;20.19;119146;0.090173;0.090173;120
IACI;2009-10-30;2009;10;44919P50;18.94;119170;-0.061912;-0.061912;120
IACI;2009-11-30;2009;11;44919P50;19.45;119170;0.026927;0.026927;120
IACI;2009-12-31;2009;12;44919P50;20.48;114526;0.052956;0.052956;120
IACI;2010-01-29;2010;1;44919P50;20.08;114526;-0.019531;-0.019531;120
IACI;2010-02-26;2010;2;44919P50;22.39;103758;0.115040;0.115040;120
IACI;2010-03-31;2010;3;44919P50;22.78;98024;0.017419;0.017419;120
IACI;2010-04-30;2010;4;44919P50;22.45;98086;-0.014486;-0.014486;120
IACI;2010-05-28;2010;5;44919P50;23.455;98086;0.044766;0.044766;120
IACI;2010-06-30;2010;6;44919P50;21.97;92753;-0.063313;-0.063313;120
IACI;2010-07-30;2010;7;44919P50;25;91794;0.137915;0.137915;120
IACI;2010-08-31;2010;8;44919P50;24.78;91794;-0.008800;-0.008800;120
IACI;2010-09-30;2010;9;44919P50;26.27;87558;0.060129;0.060129;120
IACI;2010-10-29;2010;10;44919P50;27.9;87582;0.062048;0.062048;120
IACI;2010-11-30;2010;11;44919P50;28.15;87582;0.008961;0.008961;120
IACI;2010-12-31;2010;12;44919P50;28.7;84079;0.019538;0.019538;120
IACI;2011-01-31;2011;1;44919P50;28.29;84179;-0.014286;-0.014286;120
IACI;2011-02-28;2011;2;44919P50;31.07;84179;0.098268;0.098268;120
IACI;2011-03-31;2011;3;44919P50;30.9075;85269;-0.005230;-0.005230;120
IACI;2011-04-29;2011;4;44919P50;36.11;85440;0.168325;0.168325;120
IACI;2011-05-31;2011;5;44919P50;36.78;85440;0.018554;0.018554;120
IACI;2011-06-30;2011;6;44919P50;38.17;81519;0.037792;0.037792;120
IACI;2011-07-29;2011;7;44919P50;41.39;79174;0.084359;0.084359;120
IACI;2011-08-31;2011;8;44919P50;39.53;79174;-0.044938;-0.044938;120
IACI;2011-09-30;2011;9;44919P50;39.55;76177;0.000506;0.000506;120
