tic;date;year;month;cusip;prc;shrout;ret;retx;n
CAT;2013-09-30;2013;9;14912310;83.4;647615;0.010419;0.010419;120
CAT;2013-10-31;2013;10;14912310;83.36;647615;0.006715;-0.000480;120
CAT;2013-11-29;2013;11;14912310;84.6;636356;0.014875;0.014875;120
CAT;2013-12-31;2013;12;14912310;90.81;636356;0.073404;0.073404;120
CAT;2014-01-31;2014;1;14912310;93.91;636356;0.040744;0.034137;120
CAT;2014-02-28;2014;2;14912310;96.97;637822;0.032584;0.032584;120
CAT;2014-03-31;2014;3;14912310;99.37;637822;0.024750;0.024750;120
CAT;2014-04-30;2014;4;14912310;105.4;625500;0.066720;0.060682;120
CAT;2014-05-30;2014;5;14912310;102.23;624234;-0.030076;-0.030076;120
CAT;2014-06-30;2014;6;14912310;108.67;624234;0.062995;0.062995;120
CAT;2014-07-31;2014;7;14912310;100.75;624234;-0.066440;-0.072881;120
CAT;2014-08-29;2014;8;14912310;109.07;627847;0.082581;0.082581;120
CAT;2014-09-30;2014;9;14912310;99.03;627847;-0.092051;-0.092051;120
CAT;2014-10-31;2014;10;14912310;101.41;605399;0.031102;0.024033;120
CAT;2014-11-28;2014;11;14912310;100.6;605399;-0.007987;-0.007987;120
CAT;2014-12-31;2014;12;14912310;91.53;605399;-0.090159;-0.090159;120
DTE;2005-01-31;2005;1;23333110;43.81;173958;0.015766;0.015766;120
DTE;2005-02-28;2005;2;23333110;44.22;174209;0.009359;0.009359;120
DTE;2005-03-31;2005;3;23333110;45.48;174184;0.040140;0.028494;120
DTE;2005-04-29;2005;4;23333110;45.95;174184;0.010334;0.010334;120
DTE;2005-05-31;2005;5;23333110;47.54;174175;0.034603;0.034603;120
DTE;2005-06-30;2005;6;23333110;46.77;174175;-0.005364;-0.016197;120
DTE;2005-07-29;2005;7;23333110;47;174159;0.004918;0.004918;120
DTE;2005-08-31;2005;8;23333110;45.77;174159;-0.026170;-0.026170;120
DTE;2005-09-30;2005;9;23333110;45.86;174159;0.013218;0.001966;120
DTE;2005-10-31;2005;10;23333110;43.2;174159;-0.058003;-0.058003;120
DTE;2005-11-30;2005;11;23333110;43.64;177826;0.010185;0.010185;120
DTE;2005-12-30;2005;12;23333110;43.19;177826;0.001489;-0.010312;120
DTE;2006-01-31;2006;1;23333110;42.2;177826;-0.022922;-0.022922;120
DTE;2006-02-28;2006;2;23333110;43.3;177814;0.026066;0.026066;120
DTE;2006-03-31;2006;3;23333110;40.09;177773;-0.062240;-0.074134;120
DTE;2006-04-28;2006;4;23333110;40.78;177770;0.017211;0.017211;120
DTE;2006-05-31;2006;5;23333110;40.42;177770;-0.008828;-0.008828;120
DTE;2006-06-30;2006;6;23333110;40.74;177770;0.020658;0.007917;120
DTE;2006-07-31;2006;7;23333110;42.32;177761;0.038782;0.038782;120
DTE;2006-08-31;2006;8;23333110;41.74;177761;-0.013705;-0.013705;120
DTE;2006-09-29;2006;9;23333110;41.51;177761;0.006828;-0.005510;120
DTE;2006-10-31;2006;10;23333110;45.43;177761;0.094435;0.094435;120
DTE;2006-11-30;2006;11;23333110;47.09;177965;0.036540;0.036540;120
DTE;2006-12-29;2006;12;23333110;48.41;177965;0.039286;0.028031;120
DTE;2007-01-31;2007;1;23333110;46.37;177965;-0.042140;-0.042140;120
DTE;2007-02-28;2007;2;23333110;46.3;177138;-0.001510;-0.001510;120
DTE;2007-03-30;2007;3;23333110;47.9;177071;0.046004;0.034557;120
DTE;2007-04-30;2007;4;23333110;50.59;177071;0.056159;0.056159;120
DTE;2007-05-31;2007;5;23333110;52.88;176065;0.045266;0.045266;120
DTE;2007-06-29;2007;6;23333110;48.22;176065;-0.078101;-0.088124;120
DTE;2007-07-31;2007;7;23333110;46.38;176065;-0.038158;-0.038158;120
DTE;2007-08-31;2007;8;23333110;47.81;170650;0.030832;0.030832;120
DTE;2007-09-28;2007;9;23333110;48.44;170650;0.024263;0.013177;120
DTE;2007-10-31;2007;10;23333110;49.6;170650;0.023947;0.023947;120
DTE;2007-11-30;2007;11;23333110;49.05;163714;-0.011089;-0.011089;120
DTE;2007-12-31;2007;12;23333110;43.96;163714;-0.092966;-0.103772;120
DTE;2008-01-31;2008;1;23333110;42.63;163714;-0.030255;-0.030255;120
DTE;2008-02-29;2008;2;23333110;39.81;162232;-0.066151;-0.066151;120
DTE;2008-03-31;2008;3;23333110;38.89;163230;-0.009797;-0.023110;120
DTE;2008-04-30;2008;4;23333110;40.31;163149;0.036513;0.036513;120
DTE;2008-05-30;2008;5;23333110;44.24;163149;0.097494;0.097494;120
DTE;2008-06-30;2008;6;23333110;42.44;163149;-0.028707;-0.040687;120
DTE;2008-07-31;2008;7;23333110;40.98;163095;-0.034401;-0.034401;120
DTE;2008-08-29;2008;8;23333110;42.16;163095;0.028795;0.028795;120
DTE;2008-09-30;2008;9;23333110;40.12;163095;-0.035816;-0.048387;120
DTE;2008-10-31;2008;10;23333110;35.3;163025;-0.120140;-0.120140;120
DTE;2008-11-28;2008;11;23333110;37.19;163025;0.053541;0.053541;120
DTE;2008-12-31;2008;12;23333110;35.67;163025;-0.026620;-0.040871;120
DTE;2009-01-30;2009;1;23333110;34.5;163025;-0.032801;-0.032801;120
DTE;2009-02-27;2009;2;23333110;26.77;163020;-0.224058;-0.224058;120
DTE;2009-03-31;2009;3;23333110;27.7;163329;0.054539;0.034740;120
DTE;2009-04-30;2009;4;23333110;29.57;163329;0.067509;0.067509;120
DTE;2009-05-29;2009;5;23333110;30.25;163877;0.022996;0.022996;120
DTE;2009-06-30;2009;6;23333110;32;163877;0.075372;0.057851;120
DTE;2009-07-31;2009;7;23333110;34.46;164473;0.076875;0.076875;120
DTE;2009-08-31;2009;8;23333110;34.78;164473;0.009286;0.009286;120
DTE;2009-09-30;2009;9;23333110;35.14;164473;0.025589;0.010351;120
DTE;2009-10-30;2009;10;23333110;36.98;164473;0.052362;0.052362;120
DTE;2009-11-30;2009;11;23333110;40.11;164928;0.084640;0.084640;120
DTE;2009-12-31;2009;12;23333110;43.59;164928;0.099975;0.086761;120
DTE;2010-01-29;2010;1;23333110;42.04;164928;-0.035559;-0.035559;120
DTE;2010-02-26;2010;2;23333110;43.42;165634;0.032826;0.032826;120
DTE;2010-03-31;2010;3;23333110;44.6;165731;0.039383;0.027176;120
DTE;2010-04-30;2010;4;23333110;48.17;168410;0.080045;0.080045;120
DTE;2010-05-28;2010;5;23333110;45.51;168410;-0.055221;-0.055221;120
DTE;2010-06-30;2010;6;23333110;45.61;168410;0.013843;0.002197;120
DTE;2010-07-30;2010;7;23333110;46.16;168792;0.012059;0.012059;120
DTE;2010-08-31;2010;8;23333110;46.85;168792;0.014948;0.014948;120
DTE;2010-09-30;2010;9;23333110;45.93;168792;-0.007684;-0.019637;120
DTE;2010-10-29;2010;10;23333110;46.76;169117;0.018071;0.018071;120
DTE;2010-11-30;2010;11;23333110;44.55;169117;-0.047263;-0.047263;120
DTE;2010-12-31;2010;12;23333110;45.32;169117;0.029854;0.017284;120
DTE;2011-01-31;2011;1;23333110;46.26;169117;0.020741;0.020741;120
DTE;2011-02-28;2011;2;23333110;47.08;169443;0.017726;0.017726;120
DTE;2011-03-31;2011;3;23333110;48.96;169372;0.051827;0.039932;120
DTE;2011-04-29;2011;4;23333110;50.53;169346;0.032067;0.032067;120
DTE;2011-05-31;2011;5;23333110;51.62;169346;0.021571;0.021571;120
DTE;2011-06-30;2011;6;23333110;50.02;169346;-0.019614;-0.030996;120
DTE;2011-07-29;2011;7;23333110;49.84;169329;-0.003599;-0.003599;120
DTE;2011-08-31;2011;8;23333110;50.56;169329;0.014446;0.014446;120
DTE;2011-09-30;2011;9;23333110;49.02;169329;-0.018839;-0.030459;120
DTE;2011-10-31;2011;10;23333110;52.11;169329;0.063035;0.063035;120
DTE;2011-11-30;2011;11;23333110;52.65;169251;0.010363;0.010363;120
DTE;2011-12-30;2011;12;23333110;54.45;169251;0.045347;0.034188;120
DTE;2012-01-31;2012;1;23333110;53.21;169251;-0.022773;-0.022773;120
DTE;2012-02-29;2012;2;23333110;53.99;169403;0.014659;0.014659;120
DTE;2012-03-30;2012;3;23333110;55.03;170049;0.030144;0.019263;120
DTE;2012-04-30;2012;4;23333110;56.38;170112;0.024532;0.024532;120
DTE;2012-05-31;2012;5;23333110;56.83;170112;0.007982;0.007982;120
DTE;2012-06-29;2012;6;23333110;59.33;170112;0.054329;0.043991;120
DTE;2012-07-31;2012;7;23333110;61.37;171755;0.034384;0.034384;120
DTE;2012-08-31;2012;8;23333110;58.4;171755;-0.048395;-0.048395;120
DTE;2012-09-28;2012;9;23333110;59.94;171755;0.036986;0.026370;120
DTE;2012-10-31;2012;10;23333110;62.1;172073;0.036036;0.036036;120
DTE;2012-11-30;2012;11;23333110;60.58;172073;-0.024477;-0.024477;120
DTE;2012-12-31;2012;12;23333110;60.05;172073;0.001486;-0.008749;120
DTE;2013-01-31;2013;1;23333110;63.31;172073;0.054288;0.054288;120
DTE;2013-02-28;2013;2;23333110;66.8;172546;0.055126;0.055126;120
DTE;2013-03-28;2013;3;23333110;68.34;173146;0.032335;0.023054;120
DTE;2013-04-30;2013;4;23333110;72.88;173951;0.066433;0.066433;120
DTE;2013-05-31;2013;5;23333110;66.61;173951;-0.086032;-0.086032;120
DTE;2013-06-28;2013;6;23333110;67.01;173951;0.015838;0.006005;120
DTE;2013-07-31;2013;7;23333110;70.7;174960;0.055066;0.055066;120
DTE;2013-08-30;2013;8;23333110;66.87;174960;-0.054172;-0.054172;120
DTE;2013-09-30;2013;9;23333110;65.98;174960;-0.003514;-0.013309;120
DTE;2013-10-31;2013;10;23333110;69.14;176797;0.047893;0.047893;120
DTE;2013-11-29;2013;11;23333110;66.74;176797;-0.034712;-0.034712;120
DTE;2013-12-31;2013;12;23333110;66.39;176797;0.004570;-0.005244;120
DTE;2014-01-31;2014;1;23333110;68.22;176797;0.027564;0.027564;120
DTE;2014-02-28;2014;2;23333110;71.76;177086;0.051891;0.051891;120
DTE;2014-03-31;2014;3;23333110;74.29;177019;0.044384;0.035256;120
DTE;2014-04-30;2014;4;23333110;78.14;177017;0.051824;0.051824;120
DTE;2014-05-30;2014;5;23333110;76.12;177017;-0.025851;-0.025851;120
DTE;2014-06-30;2014;6;23333110;77.87;177017;0.031595;0.022990;120
DTE;2014-07-31;2014;7;23333110;73.82;176993;-0.052010;-0.052010;120
DTE;2014-08-29;2014;8;23333110;78.25;176993;0.060011;0.060011;120
DTE;2014-09-30;2014;9;23333110;76.08;176993;-0.018914;-0.027732;120
DTE;2014-10-31;2014;10;23333110;82.16;176991;0.079916;0.079916;120
DTE;2014-11-28;2014;11;23333110;81.46;176991;-0.008520;-0.008520;120
DTE;2014-12-31;2014;12;23333110;86.37;176991;0.068745;0.060275;120
EWJ;2005-01-31;2005;1;46428684;10.59;611400;-0.030220;-0.030220;120
EWJ;2005-02-28;2005;2;46428684;10.81;635400;0.020774;0.020774;120
EWJ;2005-03-31;2005;3;46428684;10.49;643800;-0.029602;-0.029602;120
EWJ;2005-04-29;2005;4;46428684;10.25;625800;-0.022879;-0.022879;120
EWJ;2005-05-31;2005;5;46428684;10.12;616800;-0.012683;-0.012683;120
EWJ;2005-06-30;2005;6;46428684;10.14;617400;0.001976;0.001976;120
EWJ;2005-07-29;2005;7;46428684;10.25;614400;0.010848;0.010848;120
EWJ;2005-08-31;2005;8;46428684;11.13;658200;0.085854;0.085854;120
EWJ;2005-09-30;2005;9;46428684;12.19;732600;0.095238;0.095238;120
EWJ;2005-10-31;2005;10;46428684;12.11;834000;-0.006563;-0.006563;120
EWJ;2005-11-30;2005;11;46428684;12.46;919200;0.028902;0.028902;120
EWJ;2005-12-30;2005;12;46428684;13.52;961800;0.089718;0.085072;120
EWJ;2006-01-31;2006;1;46428684;14.02;984600;0.036982;0.036982;120
EWJ;2006-02-28;2006;2;46428684;13.8;977400;-0.015692;-0.015692;120
EWJ;2006-03-31;2006;3;46428684;14.4;993000;0.043478;0.043478;120
EWJ;2006-04-28;2006;4;46428684;14.8;1009800;0.027778;0.027778;120
EWJ;2006-05-31;2006;5;46428684;14;1009800;-0.054054;-0.054054;120
EWJ;2006-06-30;2006;6;46428684;13.64;999000;-0.025714;-0.025714;120
EWJ;2006-07-31;2006;7;46428684;13.57;990600;-0.005132;-0.005132;120
EWJ;2006-08-31;2006;8;46428684;13.71;994200;0.010317;0.010317;120
EWJ;2006-09-29;2006;9;46428684;13.54;985800;-0.012400;-0.012400;120
EWJ;2006-10-31;2006;10;46428684;13.81;994200;0.019941;0.019941;120
EWJ;2006-11-30;2006;11;46428684;13.81;981000;0.000000;0.000000;120
EWJ;2006-12-29;2006;12;46428684;14.21;976200;0.036166;0.028964;120
EWJ;2007-01-31;2007;1;46428684;14.31;979200;0.007037;0.007037;120
EWJ;2007-02-28;2007;2;46428684;14.76;1000800;0.031447;0.031447;120
EWJ;2007-03-30;2007;3;46428684;14.57;1006200;-0.012873;-0.012873;120
EWJ;2007-04-30;2007;4;46428684;14.28;1005000;-0.019904;-0.019904;120
EWJ;2007-05-31;2007;5;46428684;14.6;957600;0.022409;0.022409;120
EWJ;2007-06-29;2007;6;46428684;14.51;933000;-0.006164;-0.006164;120
EWJ;2007-07-31;2007;7;46428684;14.43;912000;-0.005513;-0.005513;120
EWJ;2007-08-31;2007;8;46428684;14.07;840000;-0.024948;-0.024948;120
EWJ;2007-09-28;2007;9;46428684;14.34;819600;0.019190;0.019190;120
EWJ;2007-10-31;2007;10;46428684;14.36;809400;0.001395;0.001395;120
EWJ;2007-11-30;2007;11;46428684;14.07;765600;-0.020195;-0.020195;120
EWJ;2007-12-31;2007;12;46428684;13.29;768600;-0.045601;-0.055437;120
EWJ;2008-01-31;2008;1;46428684;12.72;768600;-0.042889;-0.042889;120
EWJ;2008-02-29;2008;2;46428684;12.53;768600;-0.014937;-0.014937;120
EWJ;2008-03-31;2008;3;46428684;12.37;768600;-0.012769;-0.012769;120
EWJ;2008-04-30;2008;4;46428684;13.28;606000;0.073565;0.073565;120
EWJ;2008-05-30;2008;5;46428684;13.54;613800;0.019578;0.019578;120
EWJ;2008-06-30;2008;6;46428684;12.47;654600;-0.074628;-0.079025;120
EWJ;2008-07-31;2008;7;46428684;12;660600;-0.037690;-0.037690;120
EWJ;2008-08-29;2008;8;46428684;11.41;645600;-0.049167;-0.049167;120
EWJ;2008-09-30;2008;9;46428684;10.66;645000;-0.065732;-0.065732;120
EWJ;2008-10-31;2008;10;46428684;9;641400;-0.155722;-0.155722;120
EWJ;2008-11-28;2008;11;46428684;8.66;632400;-0.037778;-0.037778;120
EWJ;2008-12-31;2008;12;46428684;9.58;603600;0.114886;0.106236;120
EWJ;2009-01-30;2009;1;46428684;8.43;591600;-0.120042;-0.120042;120
EWJ;2009-02-27;2009;2;46428684;7.37;558600;-0.125741;-0.125741;120
EWJ;2009-03-31;2009;3;46428684;7.9;532800;0.071913;0.071913;120
EWJ;2009-04-30;2009;4;46428684;8.51;534000;0.077215;0.077215;120
EWJ;2009-05-29;2009;5;46428684;9.37;569400;0.101058;0.101058;120
EWJ;2009-06-30;2009;6;46428684;9.43;555600;0.011731;0.006403;120
EWJ;2009-07-31;2009;7;46428684;9.87;590400;0.046660;0.046660;120
EWJ;2009-08-31;2009;8;46428684;10.22;597000;0.035461;0.035461;120
EWJ;2009-09-30;2009;9;46428684;9.94;530400;-0.027397;-0.027397;120
EWJ;2009-10-30;2009;10;46428684;9.55;509400;-0.039235;-0.039235;120
EWJ;2009-11-30;2009;11;46428684;9.56;494400;0.001047;0.001047;120
EWJ;2009-12-31;2009;12;46428684;9.74;492000;0.028031;0.018828;120
EWJ;2010-01-29;2010;1;46428684;9.84;507600;0.010267;0.010267;120
EWJ;2010-02-26;2010;2;46428684;9.94;529200;0.010163;0.010163;120
EWJ;2010-03-31;2010;3;46428684;10.44;525600;0.050302;0.050302;120
EWJ;2010-04-30;2010;4;46428684;10.39;534000;-0.004789;-0.004789;120
EWJ;2010-05-28;2010;5;46428684;9.51;519000;-0.084697;-0.084697;120
EWJ;2010-06-30;2010;6;46428684;9.2;495000;-0.025366;-0.032597;120
EWJ;2010-07-30;2010;7;46428684;9.63;469200;0.046739;0.046739;120
EWJ;2010-08-31;2010;8;46428684;9.38;430200;-0.025961;-0.025961;120
EWJ;2010-09-30;2010;9;46428684;9.885;405000;0.053838;0.053838;120
EWJ;2010-10-29;2010;10;46428684;10.02;400800;0.013657;0.013657;120
EWJ;2010-11-30;2010;11;46428684;10.27;391800;0.024950;0.024950;120
EWJ;2010-12-31;2010;12;46428684;10.91;437400;0.069426;0.062317;120
EWJ;2011-01-31;2011;1;46428684;10.93;454800;0.001833;0.001833;120
EWJ;2011-02-28;2011;2;46428684;11.53;539400;0.054895;0.054895;120
EWJ;2011-03-31;2011;3;46428684;10.315;709800;-0.105377;-0.105377;120
EWJ;2011-04-29;2011;4;46428684;10.53;724200;0.020843;0.020843;120
EWJ;2011-05-31;2011;5;46428684;10.27;708600;-0.024691;-0.024691;120
EWJ;2011-06-30;2011;6;46428684;10.43;694800;0.024174;0.015579;120
EWJ;2011-07-29;2011;7;46428684;10.71;767400;0.026846;0.026846;120
EWJ;2011-08-31;2011;8;46428684;9.85;739200;-0.080299;-0.080299;120
EWJ;2011-09-30;2011;9;46428684;9.46;687000;-0.039594;-0.039594;120
EWJ;2011-10-31;2011;10;46428684;9.4;661800;-0.006343;-0.006343;120
EWJ;2011-11-30;2011;11;46428684;9.43;639000;0.003192;0.003192;120
EWJ;2011-12-30;2011;12;46428684;9.11;585000;-0.022701;-0.033934;120
EWJ;2012-01-31;2012;1;46428684;9.545;539400;0.047750;0.047750;120
EWJ;2012-02-29;2012;2;46428684;9.99;499800;0.046621;0.046621;120
EWJ;2012-03-30;2012;3;46428684;10.175;565200;0.018519;0.018519;120
EWJ;2012-04-30;2012;4;46428684;9.74;565800;-0.042752;-0.042752;120
EWJ;2012-05-31;2012;5;46428684;8.89;545400;-0.087269;-0.087269;120
EWJ;2012-06-29;2012;6;46428684;9.41;534000;0.068382;0.058493;120
EWJ;2012-07-31;2012;7;46428684;8.99;531600;-0.044633;-0.044633;120
EWJ;2012-08-31;2012;8;46428684;9.06;522000;0.007787;0.007787;120
EWJ;2012-09-28;2012;9;46428684;9.17;460200;0.012141;0.012141;120
EWJ;2012-10-31;2012;10;46428684;9.055;455400;-0.012541;-0.012541;120
EWJ;2012-11-30;2012;11;46428684;9.325;454200;0.029818;0.029818;120
EWJ;2012-12-31;2012;12;46428684;9.75;534600;0.056408;0.045576;120
EWJ;2013-01-31;2013;1;46428684;9.97;574800;0.022564;0.022564;120
EWJ;2013-02-28;2013;2;46428684;10.21;597600;0.024072;0.024072;120
EWJ;2013-03-28;2013;3;46428684;10.8;666600;0.057786;0.057786;120
EWJ;2013-04-30;2013;4;46428684;11.7;909000;0.083333;0.083333;120
EWJ;2013-05-31;2013;5;46428684;10.84;1048800;-0.073504;-0.073504;120
EWJ;2013-06-28;2013;6;46428684;11.22;979200;0.039414;0.035055;120
EWJ;2013-07-31;2013;7;46428684;11.225;1029600;0.000446;0.000446;120
EWJ;2013-08-30;2013;8;46428684;10.87;954000;-0.031626;-0.031626;120
EWJ;2013-09-30;2013;9;46428684;11.92;1012800;0.096596;0.096596;120
EWJ;2013-10-31;2013;10;46428684;11.905;1051800;-0.001258;-0.001258;120
EWJ;2013-11-29;2013;11;46428684;12.06;1108800;0.013020;0.013020;120
EWJ;2013-12-31;2013;12;46428684;12.139;1161000;0.013825;0.006551;120
EWJ;2014-01-31;2014;1;46428684;11.33;1168800;-0.066645;-0.066645;120
EWJ;2014-02-28;2014;2;46428684;11.61;1212600;0.024713;0.024713;120
EWJ;2014-03-31;2014;3;46428684;11.33;1233600;-0.024117;-0.024117;120
EWJ;2014-04-30;2014;4;46428684;11.08;1236000;-0.022065;-0.022065;120
EWJ;2014-05-30;2014;5;46428684;11.58;1182000;0.045126;0.045126;120
EWJ;2014-06-30;2014;6;46428684;12.04;1205400;0.046846;0.039724;120
EWJ;2014-07-31;2014;7;46428684;12;1252200;-0.003322;-0.003322;120
EWJ;2014-08-29;2014;8;46428684;11.8;1245000;-0.016667;-0.016667;120
EWJ;2014-09-30;2014;9;46428684;11.77;1226400;-0.002542;-0.002542;120
EWJ;2014-10-31;2014;10;46428684;12.06;1200000;0.024639;0.024639;120
EWJ;2014-11-28;2014;11;46428684;11.62;1348800;-0.036484;-0.036484;120
EWJ;2014-12-31;2014;12;46428684;11.24;1278600;-0.026995;-0.032702;120
F;2005-01-31;2005;1;34537086;13.17;1758816;-0.093579;-0.100410;120
F;2005-02-28;2005;2;34537086;12.65;1758816;-0.039484;-0.039484;120
F;2005-03-31;2005;3;34537086;11.33;1760048;-0.104348;-0.104348;120
F;2005-04-29;2005;4;34537086;9.11;1760026;-0.187114;-0.195940;120
F;2005-05-31;2005;5;34537086;9.98;1769501;0.095499;0.095499;120
F;2005-06-30;2005;6;34537086;10.24;1769501;0.026052;0.026052;120
F;2005-07-29;2005;7;34537086;10.74;1769501;0.058594;0.048828;120
F;2005-08-31;2005;8;34537086;9.97;1782198;-0.071695;-0.071695;120
F;2005-09-30;2005;9;34537086;9.86;1782198;-0.011033;-0.011033;120
F;2005-10-31;2005;10;34537086;8.32;1782198;-0.146045;-0.156187;120
F;2005-11-30;2005;11;34537086;8.13;1786760;-0.022836;-0.022836;120
F;2005-12-30;2005;12;34537086;7.72;1786760;-0.050431;-0.050431;120
F;2006-01-31;2006;1;34537086;8.58;1786760;0.124352;0.111399;120
F;2006-02-28;2006;2;34537086;7.97;1786760;-0.071096;-0.071096;120
F;2006-03-31;2006;3;34537086;7.96;1793286;-0.001255;-0.001255;120
F;2006-04-28;2006;4;34537086;6.95;1797253;-0.114322;-0.126884;120
F;2006-05-31;2006;5;34537086;7.16;1805099;0.030216;0.030216;120
F;2006-06-30;2006;6;34537086;6.93;1805099;-0.032123;-0.032123;120
F;2006-07-31;2006;7;34537086;6.67;1805099;-0.030303;-0.037518;120
F;2006-08-31;2006;8;34537086;8.37;1810158;0.254873;0.254873;120
F;2006-09-29;2006;9;34537086;8.09;1810158;-0.033453;-0.033453;120
F;2006-10-31;2006;10;34537086;8.28;1810158;0.023486;0.023486;120
F;2006-11-30;2006;11;34537086;8.13;1818042;-0.018116;-0.018116;120
F;2006-12-29;2006;12;34537086;7.51;1818042;-0.076261;-0.076261;120
F;2007-01-31;2007;1;34537086;8.13;1818042;0.082557;0.082557;120
F;2007-02-28;2007;2;34537086;7.91;1821686;-0.027060;-0.027060;120
F;2007-03-30;2007;3;34537086;7.89;1821686;-0.002528;-0.002528;120
F;2007-04-30;2007;4;34537086;8.04;1824373;0.019011;0.019011;120
F;2007-05-31;2007;5;34537086;8.34;1809296;0.037313;0.037313;120
F;2007-06-29;2007;6;34537086;9.42;1809296;0.129496;0.129496;120
F;2007-07-31;2007;7;34537086;8.51;1809296;-0.096603;-0.096603;120
F;2007-08-31;2007;8;34537086;7.81;2028742;-0.082256;-0.082256;120
F;2007-09-28;2007;9;34537086;8.49;2028742;0.087068;0.087068;120
F;2007-10-31;2007;10;34537086;8.87;2028742;0.044759;0.044759;120
F;2007-11-30;2007;11;34537086;7.51;2039353;-0.153326;-0.153326;120
F;2007-12-31;2007;12;34537086;6.73;2039353;-0.103862;-0.103862;120
F;2008-01-31;2008;1;34537086;6.64;2039353;-0.013373;-0.013373;120
F;2008-02-29;2008;2;34537086;6.53;2136150;-0.016566;-0.016566;120
F;2008-03-31;2008;3;34537086;5.72;2136150;-0.124043;-0.124043;120
F;2008-04-30;2008;4;34537086;8.26;2128849;0.444056;0.444056;120
F;2008-05-30;2008;5;34537086;6.8;2171148;-0.176755;-0.176755;120
F;2008-06-30;2008;6;34537086;4.81;2171148;-0.292647;-0.292647;120
F;2008-07-31;2008;7;34537086;4.8;2171148;-0.002079;-0.002079;120
F;2008-08-29;2008;8;34537086;4.46;2190498;-0.070833;-0.070833;120
F;2008-09-30;2008;9;34537086;5.2;2190498;0.165919;0.165919;120
F;2008-10-31;2008;10;34537086;2.19;2190498;-0.578846;-0.578846;120
F;2008-11-28;2008;11;34537086;2.69;2318003;0.228310;0.228310;120
F;2008-12-31;2008;12;34537086;2.29;2318003;-0.148699;-0.148699;120
F;2009-01-30;2009;1;34537086;1.87;2318003;-0.183406;-0.183406;120
F;2009-02-27;2009;2;34537086;2;2325469;0.069519;0.069519;120
F;2009-03-31;2009;3;34537086;2.63;2333013;0.315000;0.315000;120
F;2009-04-30;2009;4;34537086;5.98;2800922;1.273764;1.273764;120
F;2009-05-29;2009;5;34537086;5.75;3102398;-0.038462;-0.038462;120
F;2009-06-30;2009;6;34537086;6.07;3102398;0.055652;0.055652;120
F;2009-07-31;2009;7;34537086;8;3102398;0.317957;0.317957;120
F;2009-08-31;2009;8;34537086;7.6;3150438;-0.050000;-0.050000;120
F;2009-09-30;2009;9;34537086;7.21;3150438;-0.051316;-0.051316;120
F;2009-10-30;2009;10;34537086;7;3150438;-0.029126;-0.029126;120
F;2009-11-30;2009;11;34537086;8.89;3236249;0.270000;0.270000;120
F;2009-12-31;2009;12;34537086;10;3236249;0.124859;0.124859;120
F;2010-01-29;2010;1;34537086;10.84;3236249;0.084000;0.084000;120
F;2010-02-26;2010;2;34537086;11.74;3297414;0.083026;0.083026;120
F;2010-03-31;2010;3;34537086;12.57;3339877;0.070698;0.070698;120
F;2010-04-30;2010;4;34537086;13.02;3324320;0.035800;0.035800;120
F;2010-05-28;2010;5;34537086;11.73;3335729;-0.099078;-0.099078;120
F;2010-06-30;2010;6;34537086;10.08;3335729;-0.140665;-0.140665;120
F;2010-07-30;2010;7;34537086;12.77;3335729;0.266865;0.266865;120
F;2010-08-31;2010;8;34537086;11.285;3368467;-0.116288;-0.116288;120
F;2010-09-30;2010;9;34537086;12.24;3368467;0.084626;0.084626;120
F;2010-10-29;2010;10;34537086;14.13;3401000;0.154412;0.154412;120
F;2010-11-30;2010;11;34537086;15.94;3401803;0.128096;0.128096;120
F;2010-12-31;2010;12;34537086;16.79;3401803;0.053325;0.053325;120
F;2011-01-31;2011;1;34537086;15.95;3401803;-0.050030;-0.050030;120
F;2011-02-28;2011;2;34537086;15.05;3711859;-0.056426;-0.056426;120
F;2011-03-31;2011;3;34537086;14.91;3711859;-0.009302;-0.009302;120
F;2011-04-29;2011;4;34537086;15.47;3725990;0.037559;0.037559;120
F;2011-05-31;2011;5;34537086;14.92;3727333;-0.035553;-0.035553;120
F;2011-06-30;2011;6;34537086;13.79;3727333;-0.075737;-0.075737;120
F;2011-07-29;2011;7;34537086;12.21;3727333;-0.114576;-0.114576;120
F;2011-08-31;2011;8;34537086;11.12;3728977;-0.089271;-0.089271;120
F;2011-09-30;2011;9;34537086;9.67;3728977;-0.130396;-0.130396;120
F;2011-10-31;2011;10;34537086;11.68;3728977;0.207859;0.207859;120
F;2011-11-30;2011;11;34537086;10.6;3729248;-0.092466;-0.092466;120
F;2011-12-30;2011;12;34537086;10.76;3729248;0.015094;0.015094;120
F;2012-01-31;2012;1;34537086;12.42;3729248;0.158922;0.154275;120
F;2012-02-29;2012;2;34537086;12.38;3729895;-0.003221;-0.003221;120
F;2012-03-30;2012;3;34537086;12.475;3729895;0.007674;0.007674;120
F;2012-04-30;2012;4;34537086;11.28;3745046;-0.091784;-0.095792;120
F;2012-05-31;2012;5;34537086;10.56;3745515;-0.063830;-0.063830;120
F;2012-06-29;2012;6;34537086;9.59;3745515;-0.091856;-0.091856;120
F;2012-07-31;2012;7;34537086;9.24;3745515;-0.036496;-0.036496;120
F;2012-08-31;2012;8;34537086;9.34;3743134;0.016234;0.010823;120
F;2012-09-28;2012;9;34537086;9.86;3743134;0.055674;0.055674;120
